@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,7-16'

@attribute Topic numeric
@attribute Stratification2 numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
33,2,10,'Nutrition/Physical Activity/Obesity'
16,5,5,'Mental Health'
28,7,51,'Overall Health'
13,4,41,'Screenings and Vaccines'
4,7,46,'Screenings and Vaccines'
2,5,26,'Overall Health'
32,4,4,'Nutrition/Physical Activity/Obesity'
19,4,16,'Overall Health'
1,2,29,'Mental Health'
19,3,52,'Overall Health'
5,7,38,'Screenings and Vaccines'
18,5,39,'Cognitive Decline'
12,6,7,'Smoking and Alcohol Use'
16,6,5,'Mental Health'
30,3,36,'Cognitive Decline'
3,6,12,'Overall Health'
7,6,27,'Screenings and Vaccines'
12,2,2,'Smoking and Alcohol Use'
13,7,8,'Screenings and Vaccines'
25,5,26,Caregiving
22,7,39,'Overall Health'
13,7,21,'Screenings and Vaccines'
12,1,6,'Smoking and Alcohol Use'
15,3,17,'Smoking and Alcohol Use'
36,4,20,'Screenings and Vaccines'
22,7,39,'Overall Health'
12,7,43,'Smoking and Alcohol Use'
26,6,37,Caregiving
29,1,53,'Overall Health'
7,5,43,'Screenings and Vaccines'
19,4,40,'Overall Health'
22,2,42,'Overall Health'
3,1,52,'Overall Health'
35,1,46,'Overall Health'
7,1,21,'Screenings and Vaccines'
1,1,53,'Mental Health'
11,7,15,'Nutrition/Physical Activity/Obesity'
11,6,11,'Nutrition/Physical Activity/Obesity'
27,4,25,Caregiving
13,4,26,'Screenings and Vaccines'
35,1,28,'Overall Health'
5,2,35,'Screenings and Vaccines'
22,6,45,'Overall Health'
32,4,26,'Nutrition/Physical Activity/Obesity'
20,5,45,'Overall Health'
3,5,16,'Overall Health'
1,6,25,'Mental Health'
20,2,19,'Overall Health'
37,5,46,'Screenings and Vaccines'
35,2,12,'Overall Health'
4,6,39,'Screenings and Vaccines'
2,6,33,'Overall Health'
8,5,17,'Screenings and Vaccines'
31,4,11,'Cognitive Decline'
14,2,21,'Screenings and Vaccines'
16,6,12,'Mental Health'
9,6,33,'Nutrition/Physical Activity/Obesity'
26,1,24,Caregiving
16,1,50,'Mental Health'
15,7,5,'Smoking and Alcohol Use'
27,6,32,Caregiving
34,3,53,'Overall Health'
4,2,23,'Screenings and Vaccines'
1,5,52,'Mental Health'
27,7,28,Caregiving
14,3,21,'Screenings and Vaccines'
13,4,2,'Screenings and Vaccines'
15,6,30,'Smoking and Alcohol Use'
6,1,26,'Screenings and Vaccines'
29,5,47,'Overall Health'
20,6,37,'Overall Health'
22,6,35,'Overall Health'
33,7,16,'Nutrition/Physical Activity/Obesity'
2,7,12,'Overall Health'
13,4,21,'Screenings and Vaccines'
16,7,5,'Mental Health'
30,6,35,'Cognitive Decline'
37,1,29,'Screenings and Vaccines'
21,5,12,'Overall Health'
33,3,6,'Nutrition/Physical Activity/Obesity'
4,4,48,'Screenings and Vaccines'
2,4,9,'Overall Health'
14,3,3,'Screenings and Vaccines'
4,2,30,'Screenings and Vaccines'
18,5,27,'Cognitive Decline'
13,5,8,'Screenings and Vaccines'
2,4,49,'Overall Health'
29,1,32,'Overall Health'
13,3,37,'Screenings and Vaccines'
14,1,26,'Screenings and Vaccines'
7,5,27,'Screenings and Vaccines'
19,7,5,'Overall Health'
4,5,7,'Screenings and Vaccines'
20,6,40,'Overall Health'
35,4,40,'Overall Health'
15,6,9,'Smoking and Alcohol Use'
16,2,1,'Mental Health'
22,6,22,'Overall Health'
35,5,30,'Overall Health'
17,6,50,'Cognitive Decline'
33,4,49,'Nutrition/Physical Activity/Obesity'
37,7,33,'Screenings and Vaccines'
1,3,50,'Mental Health'
20,4,4,'Overall Health'
22,1,23,'Overall Health'
5,2,13,'Screenings and Vaccines'
19,7,54,'Overall Health'
12,4,11,'Smoking and Alcohol Use'
11,4,16,'Nutrition/Physical Activity/Obesity'
20,6,39,'Overall Health'
26,1,48,Caregiving
20,1,12,'Overall Health'
24,7,13,Caregiving
24,4,40,Caregiving
36,5,29,'Screenings and Vaccines'
22,7,12,'Overall Health'
33,3,23,'Nutrition/Physical Activity/Obesity'
4,5,16,'Screenings and Vaccines'
15,5,28,'Smoking and Alcohol Use'
17,4,32,'Cognitive Decline'
26,3,4,Caregiving
1,3,16,'Mental Health'
20,1,37,'Overall Health'
27,7,6,Caregiving
10,1,42,'Screenings and Vaccines'
28,4,1,'Overall Health'
7,6,22,'Screenings and Vaccines'
11,6,9,'Nutrition/Physical Activity/Obesity'
31,1,28,'Cognitive Decline'
11,5,43,'Nutrition/Physical Activity/Obesity'
1,7,34,'Mental Health'
30,6,42,'Cognitive Decline'
34,1,53,'Overall Health'
5,5,5,'Screenings and Vaccines'
38,2,16,'Overall Health'
29,7,27,'Overall Health'
19,5,34,'Overall Health'
16,6,32,'Mental Health'
6,1,38,'Screenings and Vaccines'
34,4,5,'Overall Health'
36,5,38,'Screenings and Vaccines'
2,6,12,'Overall Health'
33,6,8,'Nutrition/Physical Activity/Obesity'
36,1,11,'Screenings and Vaccines'
1,1,11,'Mental Health'
12,6,10,'Smoking and Alcohol Use'
33,7,23,'Nutrition/Physical Activity/Obesity'
27,6,5,Caregiving
22,7,11,'Overall Health'
26,7,24,Caregiving
5,2,10,'Screenings and Vaccines'
5,5,5,'Screenings and Vaccines'
20,7,31,'Overall Health'
11,3,43,'Nutrition/Physical Activity/Obesity'
22,3,25,'Overall Health'
16,6,22,'Mental Health'
21,2,49,'Overall Health'
33,2,32,'Nutrition/Physical Activity/Obesity'
31,6,26,'Cognitive Decline'
9,2,12,'Nutrition/Physical Activity/Obesity'
15,1,48,'Smoking and Alcohol Use'
34,6,28,'Overall Health'
25,6,39,Caregiving
19,6,23,'Overall Health'
38,7,48,'Overall Health'
30,6,36,'Cognitive Decline'
12,5,25,'Smoking and Alcohol Use'
9,4,33,'Nutrition/Physical Activity/Obesity'
15,5,42,'Smoking and Alcohol Use'
27,1,35,Caregiving
12,4,17,'Smoking and Alcohol Use'
7,3,39,'Screenings and Vaccines'
19,4,16,'Overall Health'
36,5,14,'Screenings and Vaccines'
22,3,24,'Overall Health'
28,6,15,'Overall Health'
8,3,21,'Screenings and Vaccines'
33,5,8,'Nutrition/Physical Activity/Obesity'
35,1,29,'Overall Health'
32,4,45,'Nutrition/Physical Activity/Obesity'
4,4,13,'Screenings and Vaccines'
7,3,7,'Screenings and Vaccines'
10,5,46,'Screenings and Vaccines'
36,3,35,'Screenings and Vaccines'
1,6,50,'Mental Health'
28,4,32,'Overall Health'
30,7,39,'Cognitive Decline'
11,5,20,'Nutrition/Physical Activity/Obesity'
1,6,7,'Mental Health'
4,5,18,'Screenings and Vaccines'
20,7,22,'Overall Health'
34,6,27,'Overall Health'
9,3,20,'Nutrition/Physical Activity/Obesity'
29,6,49,'Overall Health'
13,2,7,'Screenings and Vaccines'
1,6,11,'Mental Health'
28,4,27,'Overall Health'
38,6,53,'Overall Health'
6,2,34,'Screenings and Vaccines'
4,1,54,'Screenings and Vaccines'
10,3,3,'Screenings and Vaccines'
38,6,18,'Overall Health'
18,1,38,'Cognitive Decline'
18,2,39,'Cognitive Decline'
22,4,29,'Overall Health'
32,2,12,'Nutrition/Physical Activity/Obesity'
22,6,22,'Overall Health'
20,5,23,'Overall Health'
35,6,36,'Overall Health'
13,5,48,'Screenings and Vaccines'
9,5,8,'Nutrition/Physical Activity/Obesity'
29,4,8,'Overall Health'
12,4,43,'Smoking and Alcohol Use'
9,6,20,'Nutrition/Physical Activity/Obesity'
23,1,18,Caregiving
15,2,27,'Smoking and Alcohol Use'
30,6,16,'Cognitive Decline'
14,2,14,'Screenings and Vaccines'
7,7,30,'Screenings and Vaccines'
22,6,10,'Overall Health'
4,5,29,'Screenings and Vaccines'
19,7,20,'Overall Health'
17,5,36,'Cognitive Decline'
26,1,9,Caregiving
22,5,10,'Overall Health'
28,6,40,'Overall Health'
19,5,18,'Overall Health'
28,4,4,'Overall Health'
13,4,8,'Screenings and Vaccines'
13,7,50,'Screenings and Vaccines'
29,7,25,'Overall Health'
38,6,18,'Overall Health'
16,6,53,'Mental Health'
19,4,12,'Overall Health'
16,6,30,'Mental Health'
1,4,12,'Mental Health'
15,3,51,'Smoking and Alcohol Use'
38,6,54,'Overall Health'
5,3,7,'Screenings and Vaccines'
1,4,41,'Mental Health'
2,3,53,'Overall Health'
16,3,42,'Mental Health'
17,7,13,'Cognitive Decline'
13,6,2,'Screenings and Vaccines'
31,6,39,'Cognitive Decline'
11,7,35,'Nutrition/Physical Activity/Obesity'
7,1,46,'Screenings and Vaccines'
1,6,2,'Mental Health'
31,4,20,'Cognitive Decline'
11,6,42,'Nutrition/Physical Activity/Obesity'
28,6,36,'Overall Health'
23,7,25,Caregiving
28,6,37,'Overall Health'
20,5,14,'Overall Health'
33,5,49,'Nutrition/Physical Activity/Obesity'
25,1,35,Caregiving
13,4,52,'Screenings and Vaccines'
19,3,41,'Overall Health'
7,3,41,'Screenings and Vaccines'
18,7,28,'Cognitive Decline'
31,6,14,'Cognitive Decline'
17,1,26,'Cognitive Decline'
20,5,49,'Overall Health'
33,7,50,'Nutrition/Physical Activity/Obesity'
20,2,14,'Overall Health'
10,6,15,'Screenings and Vaccines'
30,6,39,'Cognitive Decline'
9,2,33,'Nutrition/Physical Activity/Obesity'
24,6,33,Caregiving
15,1,3,'Smoking and Alcohol Use'
13,6,48,'Screenings and Vaccines'
12,2,31,'Smoking and Alcohol Use'
22,2,23,'Overall Health'
5,5,45,'Screenings and Vaccines'
5,1,40,'Screenings and Vaccines'
23,2,26,Caregiving
8,5,6,'Screenings and Vaccines'
32,6,52,'Nutrition/Physical Activity/Obesity'
3,4,53,'Overall Health'
18,4,24,'Cognitive Decline'
25,1,23,Caregiving
33,3,20,'Nutrition/Physical Activity/Obesity'
11,1,14,'Nutrition/Physical Activity/Obesity'
10,1,12,'Screenings and Vaccines'
9,7,23,'Nutrition/Physical Activity/Obesity'
8,7,2,'Screenings and Vaccines'
18,2,40,'Cognitive Decline'
36,5,20,'Screenings and Vaccines'
15,3,35,'Smoking and Alcohol Use'
20,3,40,'Overall Health'
2,6,4,'Overall Health'
15,7,16,'Smoking and Alcohol Use'
35,6,29,'Overall Health'
27,4,39,Caregiving
37,2,21,'Screenings and Vaccines'
33,1,34,'Nutrition/Physical Activity/Obesity'
29,1,15,'Overall Health'
38,7,7,'Overall Health'
32,5,17,'Nutrition/Physical Activity/Obesity'
28,6,16,'Overall Health'
11,2,50,'Nutrition/Physical Activity/Obesity'
19,3,7,'Overall Health'
20,6,14,'Overall Health'
9,7,4,'Nutrition/Physical Activity/Obesity'
32,1,53,'Nutrition/Physical Activity/Obesity'
34,6,37,'Overall Health'
1,1,3,'Mental Health'
35,3,51,'Overall Health'
35,1,3,'Overall Health'
17,3,28,'Cognitive Decline'
18,6,14,'Cognitive Decline'
3,1,50,'Overall Health'
22,7,52,'Overall Health'
33,4,12,'Nutrition/Physical Activity/Obesity'
28,7,2,'Overall Health'
17,6,22,'Cognitive Decline'
31,1,29,'Cognitive Decline'
10,2,28,'Screenings and Vaccines'
38,7,40,'Overall Health'
39,5,38,'Overall Health'
35,6,12,'Overall Health'
1,1,33,'Mental Health'
9,4,28,'Nutrition/Physical Activity/Obesity'
33,4,47,'Nutrition/Physical Activity/Obesity'
2,6,24,'Overall Health'
35,6,2,'Overall Health'
13,3,8,'Screenings and Vaccines'
2,3,38,'Overall Health'
16,5,22,'Mental Health'
37,4,18,'Screenings and Vaccines'
9,3,12,'Nutrition/Physical Activity/Obesity'
13,5,43,'Screenings and Vaccines'
35,1,35,'Overall Health'
33,7,49,'Nutrition/Physical Activity/Obesity'
19,7,37,'Overall Health'
11,5,7,'Nutrition/Physical Activity/Obesity'
17,6,7,'Cognitive Decline'
20,1,13,'Overall Health'
19,4,28,'Overall Health'
11,1,23,'Nutrition/Physical Activity/Obesity'
34,6,25,'Overall Health'
1,4,21,'Mental Health'
20,4,35,'Overall Health'
22,6,12,'Overall Health'
14,4,41,'Screenings and Vaccines'
4,3,54,'Screenings and Vaccines'
4,5,17,'Screenings and Vaccines'
31,4,50,'Cognitive Decline'
22,6,40,'Overall Health'
3,2,34,'Overall Health'
6,6,37,'Screenings and Vaccines'
2,6,3,'Overall Health'
15,5,17,'Smoking and Alcohol Use'
38,1,25,'Overall Health'
16,3,50,'Mental Health'
28,4,46,'Overall Health'
10,5,24,'Screenings and Vaccines'
25,7,37,Caregiving
29,3,30,'Overall Health'
24,2,38,Caregiving
39,6,23,'Overall Health'
22,2,42,'Overall Health'
35,6,12,'Overall Health'
6,5,7,'Screenings and Vaccines'
4,6,54,'Screenings and Vaccines'
34,6,4,'Overall Health'
35,3,35,'Overall Health'
10,7,16,'Screenings and Vaccines'
37,1,15,'Screenings and Vaccines'
22,4,1,'Overall Health'
19,7,14,'Overall Health'
34,6,10,'Overall Health'
16,3,53,'Mental Health'
3,4,23,'Overall Health'
11,6,41,'Nutrition/Physical Activity/Obesity'
27,3,26,Caregiving
11,3,22,'Nutrition/Physical Activity/Obesity'
4,4,47,'Screenings and Vaccines'
32,4,6,'Nutrition/Physical Activity/Obesity'
2,1,15,'Overall Health'
22,3,39,'Overall Health'
29,7,30,'Overall Health'
21,3,12,'Overall Health'
2,1,12,'Overall Health'
12,2,18,'Smoking and Alcohol Use'
33,6,29,'Nutrition/Physical Activity/Obesity'
4,7,42,'Screenings and Vaccines'
14,1,42,'Screenings and Vaccines'
15,2,11,'Smoking and Alcohol Use'
35,5,9,'Overall Health'
21,2,19,'Overall Health'
35,4,30,'Overall Health'
15,2,22,'Smoking and Alcohol Use'
16,7,45,'Mental Health'
20,7,29,'Overall Health'
2,4,12,'Overall Health'
16,6,52,'Mental Health'
3,3,34,'Overall Health'
4,5,53,'Screenings and Vaccines'
24,6,9,Caregiving
1,1,5,'Mental Health'
12,6,10,'Smoking and Alcohol Use'
34,5,8,'Overall Health'
29,4,51,'Overall Health'
18,6,26,'Cognitive Decline'
9,2,2,'Nutrition/Physical Activity/Obesity'
12,2,40,'Smoking and Alcohol Use'
10,5,10,'Screenings and Vaccines'
21,5,35,'Overall Health'
11,3,51,'Nutrition/Physical Activity/Obesity'
36,3,25,'Screenings and Vaccines'
9,7,47,'Nutrition/Physical Activity/Obesity'
20,6,19,'Overall Health'
19,1,4,'Overall Health'
27,2,28,Caregiving
19,6,20,'Overall Health'
23,1,7,Caregiving
19,6,50,'Overall Health'
21,7,28,'Overall Health'
27,6,16,Caregiving
17,7,7,'Cognitive Decline'
20,5,35,'Overall Health'
35,3,20,'Overall Health'
1,5,28,'Mental Health'
22,1,20,'Overall Health'
11,2,3,'Nutrition/Physical Activity/Obesity'
28,4,12,'Overall Health'
16,5,9,'Mental Health'
4,4,21,'Screenings and Vaccines'
25,7,35,Caregiving
24,5,23,Caregiving
25,5,53,Caregiving
12,6,41,'Smoking and Alcohol Use'
1,7,50,'Mental Health'
2,4,46,'Overall Health'
32,6,14,'Nutrition/Physical Activity/Obesity'
22,6,20,'Overall Health'
6,5,39,'Screenings and Vaccines'
36,3,48,'Screenings and Vaccines'
25,6,39,Caregiving
8,5,54,'Screenings and Vaccines'
20,6,22,'Overall Health'
21,7,15,'Overall Health'
20,1,12,'Overall Health'
13,6,7,'Screenings and Vaccines'
12,4,22,'Smoking and Alcohol Use'
31,6,53,'Cognitive Decline'
12,5,42,'Smoking and Alcohol Use'
38,6,8,'Overall Health'
4,5,8,'Screenings and Vaccines'
23,7,48,Caregiving
24,6,9,Caregiving
17,4,13,'Cognitive Decline'
34,5,12,'Overall Health'
11,1,16,'Nutrition/Physical Activity/Obesity'
32,5,39,'Nutrition/Physical Activity/Obesity'
12,6,11,'Smoking and Alcohol Use'
33,6,46,'Nutrition/Physical Activity/Obesity'
25,4,35,Caregiving
18,5,32,'Cognitive Decline'
2,6,16,'Overall Health'
29,7,6,'Overall Health'
26,2,25,Caregiving
34,1,25,'Overall Health'
21,3,4,'Overall Health'
33,6,1,'Nutrition/Physical Activity/Obesity'
22,6,19,'Overall Health'
14,2,31,'Screenings and Vaccines'
31,6,13,'Cognitive Decline'
8,5,23,'Screenings and Vaccines'
12,1,30,'Smoking and Alcohol Use'
2,6,50,'Overall Health'
13,5,10,'Screenings and Vaccines'
15,4,27,'Smoking and Alcohol Use'
19,4,13,'Overall Health'
27,4,42,Caregiving
16,3,45,'Mental Health'
20,3,43,'Overall Health'
30,7,34,'Cognitive Decline'
39,4,2,'Overall Health'
23,6,39,Caregiving
18,5,10,'Cognitive Decline'
11,6,34,'Nutrition/Physical Activity/Obesity'
34,5,1,'Overall Health'
31,6,39,'Cognitive Decline'
38,5,48,'Overall Health'
14,5,49,'Screenings and Vaccines'
17,7,39,'Cognitive Decline'
10,3,40,'Screenings and Vaccines'
35,7,45,'Overall Health'
29,4,41,'Overall Health'
8,1,37,'Screenings and Vaccines'
9,3,25,'Nutrition/Physical Activity/Obesity'
2,5,12,'Overall Health'
2,7,50,'Overall Health'
29,1,12,'Overall Health'
36,5,5,'Screenings and Vaccines'
15,6,33,'Smoking and Alcohol Use'
29,7,12,'Overall Health'
2,7,7,'Overall Health'
31,5,5,'Cognitive Decline'
13,4,20,'Screenings and Vaccines'
3,1,23,'Overall Health'
37,5,33,'Screenings and Vaccines'
20,5,23,'Overall Health'
26,3,33,Caregiving
2,1,52,'Overall Health'
20,6,50,'Overall Health'
32,6,10,'Nutrition/Physical Activity/Obesity'
36,1,21,'Screenings and Vaccines'
30,5,4,'Cognitive Decline'
2,1,40,'Overall Health'
4,4,7,'Screenings and Vaccines'
38,7,41,'Overall Health'
38,6,43,'Overall Health'
20,4,46,'Overall Health'
15,6,13,'Smoking and Alcohol Use'
35,1,11,'Overall Health'
2,1,41,'Overall Health'
6,5,21,'Screenings and Vaccines'
8,7,39,'Screenings and Vaccines'
7,3,12,'Screenings and Vaccines'
32,6,25,'Nutrition/Physical Activity/Obesity'
25,6,47,Caregiving
24,5,31,Caregiving
13,6,7,'Screenings and Vaccines'
20,6,25,'Overall Health'
12,2,13,'Smoking and Alcohol Use'
18,4,37,'Cognitive Decline'
29,5,29,'Overall Health'
2,5,52,'Overall Health'
8,2,24,'Screenings and Vaccines'
8,5,9,'Screenings and Vaccines'
12,7,12,'Smoking and Alcohol Use'
2,2,12,'Overall Health'
38,6,28,'Overall Health'
30,6,39,'Cognitive Decline'
26,5,26,Caregiving
20,7,8,'Overall Health'
16,7,45,'Mental Health'
12,6,17,'Smoking and Alcohol Use'
24,5,39,Caregiving
28,4,21,'Overall Health'
13,1,50,'Screenings and Vaccines'
30,3,39,'Cognitive Decline'
7,7,7,'Screenings and Vaccines'
18,1,39,'Cognitive Decline'
4,2,13,'Screenings and Vaccines'
4,5,40,'Screenings and Vaccines'
13,4,21,'Screenings and Vaccines'
33,2,51,'Nutrition/Physical Activity/Obesity'
28,4,33,'Overall Health'
13,1,54,'Screenings and Vaccines'
28,5,16,'Overall Health'
3,6,26,'Overall Health'
14,3,5,'Screenings and Vaccines'
26,5,33,Caregiving
1,7,10,'Mental Health'
33,4,45,'Nutrition/Physical Activity/Obesity'
21,3,30,'Overall Health'
34,6,36,'Overall Health'
14,1,32,'Screenings and Vaccines'
19,7,12,'Overall Health'
1,7,40,'Mental Health'
39,6,7,'Overall Health'
20,3,43,'Overall Health'
16,3,34,'Mental Health'
36,3,30,'Screenings and Vaccines'
27,5,36,Caregiving
24,3,25,Caregiving
10,2,22,'Screenings and Vaccines'
11,1,14,'Nutrition/Physical Activity/Obesity'
38,5,48,'Overall Health'
20,4,48,'Overall Health'
28,6,22,'Overall Health'
7,5,21,'Screenings and Vaccines'
34,6,18,'Overall Health'
12,6,14,'Smoking and Alcohol Use'
3,3,12,'Overall Health'
13,5,1,'Screenings and Vaccines'
39,4,31,'Overall Health'
22,3,2,'Overall Health'
31,6,25,'Cognitive Decline'
11,4,21,'Nutrition/Physical Activity/Obesity'
27,5,39,Caregiving
5,1,46,'Screenings and Vaccines'
26,2,30,Caregiving
18,6,17,'Cognitive Decline'
11,2,12,'Nutrition/Physical Activity/Obesity'
29,3,18,'Overall Health'
13,5,20,'Screenings and Vaccines'
15,7,45,'Smoking and Alcohol Use'
33,5,16,'Nutrition/Physical Activity/Obesity'
17,2,6,'Cognitive Decline'
18,5,41,'Cognitive Decline'
9,2,12,'Nutrition/Physical Activity/Obesity'
3,3,52,'Overall Health'
5,5,29,'Screenings and Vaccines'
19,5,31,'Overall Health'
25,1,32,Caregiving
25,6,50,Caregiving
16,2,37,'Mental Health'
34,6,8,'Overall Health'
38,1,39,'Overall Health'
38,6,22,'Overall Health'
4,3,9,'Screenings and Vaccines'
12,4,46,'Smoking and Alcohol Use'
1,6,32,'Mental Health'
9,1,15,'Nutrition/Physical Activity/Obesity'
20,4,27,'Overall Health'
30,4,3,'Cognitive Decline'
2,3,19,'Overall Health'
19,3,32,'Overall Health'
22,2,20,'Overall Health'
8,5,11,'Screenings and Vaccines'
13,6,38,'Screenings and Vaccines'
12,2,11,'Smoking and Alcohol Use'
6,3,9,'Screenings and Vaccines'
29,6,5,'Overall Health'
8,5,20,'Screenings and Vaccines'
26,3,21,Caregiving
11,6,30,'Nutrition/Physical Activity/Obesity'
31,5,34,'Cognitive Decline'
5,5,21,'Screenings and Vaccines'
38,2,7,'Overall Health'
29,4,27,'Overall Health'
29,6,12,'Overall Health'
25,6,10,Caregiving
11,4,18,'Nutrition/Physical Activity/Obesity'
36,4,41,'Screenings and Vaccines'
26,5,2,Caregiving
22,2,52,'Overall Health'
32,7,43,'Nutrition/Physical Activity/Obesity'
33,7,11,'Nutrition/Physical Activity/Obesity'
29,5,20,'Overall Health'
16,6,9,'Mental Health'
4,6,28,'Screenings and Vaccines'
23,5,9,Caregiving
20,6,36,'Overall Health'
15,7,53,'Smoking and Alcohol Use'
33,2,2,'Nutrition/Physical Activity/Obesity'
15,4,46,'Smoking and Alcohol Use'
38,6,28,'Overall Health'
13,6,6,'Screenings and Vaccines'
7,3,34,'Screenings and Vaccines'
36,3,6,'Screenings and Vaccines'
28,2,23,'Overall Health'
38,6,35,'Overall Health'
2,6,11,'Overall Health'
2,6,32,'Overall Health'
39,6,28,'Overall Health'
9,5,45,'Nutrition/Physical Activity/Obesity'
19,6,12,'Overall Health'
23,4,39,Caregiving
37,5,25,'Screenings and Vaccines'
14,4,37,'Screenings and Vaccines'
13,5,7,'Screenings and Vaccines'
2,3,34,'Overall Health'
19,7,21,'Overall Health'
39,1,23,'Overall Health'
13,5,7,'Screenings and Vaccines'
21,1,48,'Overall Health'
2,1,11,'Overall Health'
2,2,47,'Overall Health'
5,5,20,'Screenings and Vaccines'
37,6,43,'Screenings and Vaccines'
19,7,35,'Overall Health'
20,7,13,'Overall Health'
2,3,28,'Overall Health'
36,4,40,'Screenings and Vaccines'
15,6,29,'Smoking and Alcohol Use'
23,4,8,Caregiving
27,6,41,Caregiving
25,3,46,Caregiving
2,6,10,'Overall Health'
9,3,9,'Nutrition/Physical Activity/Obesity'
23,6,23,Caregiving
15,7,32,'Smoking and Alcohol Use'
30,7,35,'Cognitive Decline'
23,5,31,Caregiving
4,3,42,'Screenings and Vaccines'
11,2,6,'Nutrition/Physical Activity/Obesity'
18,4,6,'Cognitive Decline'
19,4,28,'Overall Health'
32,6,15,'Nutrition/Physical Activity/Obesity'
20,4,23,'Overall Health'
29,2,44,'Overall Health'
34,7,15,'Overall Health'
3,4,12,'Overall Health'
5,7,27,'Screenings and Vaccines'
1,3,18,'Mental Health'
2,6,49,'Overall Health'
15,3,26,'Smoking and Alcohol Use'
2,5,25,'Overall Health'
35,2,54,'Overall Health'
19,2,2,'Overall Health'
1,5,20,'Mental Health'
2,4,25,'Overall Health'
1,2,35,'Mental Health'
26,4,8,Caregiving
9,5,2,'Nutrition/Physical Activity/Obesity'
22,3,12,'Overall Health'
16,1,6,'Mental Health'
32,5,6,'Nutrition/Physical Activity/Obesity'
15,4,11,'Smoking and Alcohol Use'
36,1,27,'Screenings and Vaccines'
2,3,42,'Overall Health'
19,3,4,'Overall Health'
24,6,51,Caregiving
37,5,31,'Screenings and Vaccines'
16,3,32,'Mental Health'
26,6,39,Caregiving
14,4,32,'Screenings and Vaccines'
29,6,37,'Overall Health'
13,1,32,'Screenings and Vaccines'
23,5,23,Caregiving
2,1,32,'Overall Health'
39,5,11,'Overall Health'
32,5,8,'Nutrition/Physical Activity/Obesity'
30,2,17,'Cognitive Decline'
4,5,35,'Screenings and Vaccines'
22,4,50,'Overall Health'
17,6,25,'Cognitive Decline'
2,6,4,'Overall Health'
16,6,20,'Mental Health'
29,5,16,'Overall Health'
11,1,8,'Nutrition/Physical Activity/Obesity'
13,5,52,'Screenings and Vaccines'
11,1,24,'Nutrition/Physical Activity/Obesity'
