@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-17-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-1.514422,-1.41266,-1.593746,40,'Smoking and Alcohol Use'
2.041586,2.18859,1.880437,47,'Overall Health'
-1.117744,-1.0579,-1.160363,46,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
-1.211404,-1.222877,-1.124495,21,'Mental Health'
1.511304,1.633127,1.376745,8,'Overall Health'
0.997942,1.004426,0.96825,33,'Screenings and Vaccines'
-1.434212,-1.324712,-1.550696,4,'Overall Health'
-1.117744,-1.0579,-1.160363,54,'Smoking and Alcohol Use'
-0.569718,-0.635013,-0.478736,32,'Cognitive Decline'
-1.264878,-1.1303,-1.404324,11,'Mental Health'
0.120985,-0.190642,0.451157,39,'Nutrition/Physical Activity/Obesity'
-0.587543,-0.908115,-0.09128,11,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,20,'Smoking and Alcohol Use'
-1.140106,-1.046981,-1.223511,4,'Smoking and Alcohol Use'
1.422181,1.415571,1.38966,21,'Screenings and Vaccines'
-1.220316,-1.1303,-1.313917,24,'Overall Health'
1.787585,1.896972,1.660879,41,'Screenings and Vaccines'
0.330424,0.198182,0.451157,25,'Screenings and Vaccines'
-0.03498,0.022285,-0.095585,12,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,17,'Nutrition/Physical Activity/Obesity'
-1.198036,-1.125671,-1.262257,53,'Cognitive Decline'
0.997942,1.004426,0.96825,5,'Screenings and Vaccines'
-0.912842,-0.945146,-0.836056,12,'Nutrition/Physical Activity/Obesity'
2.108428,2.137672,2.013894,17,'Screenings and Vaccines'
-0.458315,-0.398941,-0.517481,27,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,54,Caregiving
-1.229229,-1.1303,-1.326833,28,'Cognitive Decline'
-0.355823,-0.473003,-0.216127,36,Caregiving
-0.324246,-0.3228,-0.315909,8,'Nutrition/Physical Activity/Obesity'
0.825057,0.911025,0.735291,16,'Screenings and Vaccines'
-0.725684,-0.72759,-0.706904,34,'Overall Health'
-1.354001,-1.324712,-1.318222,25,Caregiving
-1.371825,-1.255279,-1.490425,11,'Mental Health'
-1.296071,-1.213619,-1.361273,10,'Smoking and Alcohol Use'
-1.046526,-1.023836,-1.047004,22,'Mental Health'
0.93646,0.901768,0.946239,23,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,25,'Mental Health'
1.974743,2.179332,1.772811,28,'Overall Health'
0.075433,0.107494,0.032443,36,'Overall Health'
-1.193579,-1.084012,-1.296697,47,'Smoking and Alcohol Use'
0.085336,0.16578,0.003431,27,'Overall Health'
-0.324246,-0.3228,-0.315909,42,'Nutrition/Physical Activity/Obesity'
1.047864,1.156355,0.933324,38,'Screenings and Vaccines'
-0.890561,-0.759992,-1.021173,35,'Mental Health'
-1.022543,-0.968484,-1.057809,31,'Mental Health'
-0.12856,-0.139725,-0.117111,24,'Nutrition/Physical Activity/Obesity'
-0.574175,-0.797022,-0.250568,11,'Smoking and Alcohol Use'
-1.077719,-1.046981,-1.085749,2,'Smoking and Alcohol Use'
-0.337999,-0.24156,-0.435685,14,'Mental Health'
0.152178,-0.000859,0.30909,12,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,16,'Cognitive Decline'
-0.98414,-0.875713,-1.085749,32,'Mental Health'
-1.149018,-1.033094,-1.262257,16,'Smoking and Alcohol Use'
0.303687,-0.024004,0.627665,52,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,27,'Overall Health'
0.075433,0.107494,0.032443,22,'Overall Health'
0.075433,0.107494,0.032443,31,'Overall Health'
0.112073,0.096347,0.119668,6,'Screenings and Vaccines'
-0.346911,-0.773878,0.244514,9,'Smoking and Alcohol Use'
-0.168665,-0.551693,0.30909,51,'Cognitive Decline'
0.075433,0.107494,0.032443,2,'Overall Health'
0.075433,0.107494,0.032443,32,'Overall Health'
0.513126,0.0408,0.950544,26,'Screenings and Vaccines'
1.649444,1.78125,1.505897,39,Caregiving
-1.322808,-1.227506,-1.417239,33,'Mental Health'
1.252847,1.392426,1.109832,15,'Overall Health'
0.927548,0.846221,0.98068,23,'Screenings and Vaccines'
-0.453858,-0.653528,-0.194602,1,Caregiving
-0.264658,-0.447356,-0.051172,47,'Cognitive Decline'
1.301865,1.45723,1.144272,46,'Screenings and Vaccines'
-1.193579,-1.1303,-1.240731,26,'Nutrition/Physical Activity/Obesity'
-1.496598,-1.398774,-1.580831,39,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,54,'Screenings and Vaccines'
-0.765789,-0.996063,-0.375414,5,'Cognitive Decline'
-0.253332,-0.52392,0.076617,46,'Overall Health'
-0.895017,-1.074754,-0.556227,29,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,20,'Mental Health'
-1.117744,-1.0579,-1.160363,31,'Smoking and Alcohol Use'
1.413268,1.591467,1.234678,10,'Overall Health'
-1.438668,-1.33397,-1.546391,16,'Overall Health'
-0.2044,-0.28392,-0.097691,30,Caregiving
-0.199858,-0.40357,0.033566,54,'Cognitive Decline'
-0.578631,-0.875713,-0.121416,43,'Smoking and Alcohol Use'
0.192283,0.225955,0.154108,12,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,4,'Cognitive Decline'
1.114706,1.285963,0.941934,12,'Overall Health'
0.075433,0.107494,0.032443,8,'Overall Health'
0.290319,0.369449,0.205769,6,'Screenings and Vaccines'
0.727021,0.813819,0.63197,29,'Screenings and Vaccines'
0.165546,0.114862,0.214379,37,'Overall Health'
-0.324246,-0.3228,-0.315909,51,'Nutrition/Physical Activity/Obesity'
0.143266,0.239841,0.046482,48,'Overall Health'
-0.2044,-0.28392,-0.097691,28,Caregiving
1.266216,1.4202,1.114137,35,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,54,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,53,'Screenings and Vaccines'
0.075433,0.107494,0.032443,37,'Overall Health'
0.075433,0.107494,0.032443,27,'Overall Health'
0.388354,0.480542,0.296175,51,'Screenings and Vaccines'
0.075433,0.107494,0.032443,47,'Overall Health'
-1.117825,-1.162702,-0.995343,49,'Mental Health'
-0.315718,-0.306364,-0.323754,52,Caregiving
0.997942,1.004426,0.96825,5,'Screenings and Vaccines'
0.997942,1.004426,0.96825,50,'Screenings and Vaccines'
0.075433,0.107494,0.032443,24,'Overall Health'
0.481933,0.480542,0.472683,41,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,15,'Mental Health'
-1.022543,-0.968484,-1.057809,33,'Mental Health'
-0.231051,-0.371168,-0.06545,34,Caregiving
-0.859368,-0.769249,-0.947987,34,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,37,'Overall Health'
-0.993053,-0.908115,-1.077139,34,'Mental Health'
0.997942,1.004426,0.96825,15,'Screenings and Vaccines'
-0.133016,-0.394312,0.167023,43,'Overall Health'
0.075433,0.107494,0.032443,32,'Overall Health'
-1.022543,-0.968484,-1.057809,28,'Mental Health'
1.359795,1.49889,1.213153,51,'Screenings and Vaccines'
-1.184667,-1.065496,-1.301002,20,'Smoking and Alcohol Use'
1.217198,1.383169,1.058171,25,'Screenings and Vaccines'
1.738567,1.485004,1.841692,41,Caregiving
-0.043893,0.022285,-0.117111,1,'Nutrition/Physical Activity/Obesity'
-0.78807,-0.667414,-0.917852,52,'Overall Health'
-0.066173,-0.375797,0.287565,20,'Cognitive Decline'
-1.545615,-1.458949,-1.636797,12,'Overall Health'
-0.627648,-0.658157,-0.573447,41,'Mental Health'
1.792041,1.961776,1.617829,11,'Overall Health'
0.27695,-0.074921,0.62336,41,'Cognitive Decline'
0.998846,1.100808,0.885968,20,'Screenings and Vaccines'
1.578146,1.508148,1.591998,45,'Cognitive Decline'
0.112073,-0.102694,0.339226,4,'Overall Health'
0.075433,0.107494,0.032443,44,'Overall Health'
-1.300527,-1.162702,-1.443069,30,'Overall Health'
-1.117744,-1.0579,-1.160363,38,'Smoking and Alcohol Use'
0.223476,0.198182,0.248819,36,'Overall Health'
0.214564,0.249099,0.175633,1,'Screenings and Vaccines'
1.903445,1.883085,1.854607,32,'Screenings and Vaccines'
1.448918,1.563694,1.32939,18,'Overall Health'
-1.171299,-1.093269,-1.236426,30,'Mental Health'
-0.264658,-0.447356,-0.051172,24,'Cognitive Decline'
1.845515,1.998807,1.682405,9,'Screenings and Vaccines'
0.075433,0.107494,0.032443,36,'Overall Health'
-0.453858,-0.52392,-0.362499,54,'Cognitive Decline'
-0.966316,-1.019208,-0.861886,43,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,36,'Screenings and Vaccines'
-0.587543,-0.445229,-0.728429,12,'Nutrition/Physical Activity/Obesity'
-1.135649,-1.033094,-1.232121,7,'Overall Health'
-1.407475,-1.287681,-1.52917,9,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,6,'Nutrition/Physical Activity/Obesity'
-0.364735,-0.32025,-0.409855,12,'Overall Health'
0.067511,0.151893,-0.013789,3,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,22,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,24,'Overall Health'
-1.456492,-1.491351,-0.483041,39,'Cognitive Decline'
-1.198036,-1.056238,-1.339748,11,'Mental Health'
-0.2044,-0.28392,-0.097691,4,Caregiving
0.075433,0.107494,0.032443,28,'Overall Health'
0.997942,1.004426,0.96825,37,'Screenings and Vaccines'
0.660179,0.188924,1.066781,5,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,39,'Mental Health'
-1.068807,-0.96829,-1.176155,38,'Mental Health'
1.961375,1.813652,1.970844,34,'Overall Health'
-0.03498,-0.000859,-0.07406,26,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,22,'Nutrition/Physical Activity/Obesity'
-0.600911,-0.704445,-0.461515,4,Caregiving
-1.117744,-1.0579,-1.160363,30,'Smoking and Alcohol Use'
2.620885,2.864403,2.366909,51,'Screenings and Vaccines'
-0.921754,-0.908115,-0.917852,39,'Smoking and Alcohol Use'
1.368707,1.480375,1.247593,46,'Screenings and Vaccines'
-1.287159,-1.287681,-1.296697,33,'Overall Health'
1.622708,1.438715,1.699625,40,Caregiving
-0.529613,-0.463745,-0.594972,2,'Nutrition/Physical Activity/Obesity'
-1.028702,-0.959032,-1.085749,12,'Mental Health'
0.664635,0.503686,0.795562,12,'Screenings and Vaccines'
-0.03498,0.114862,-0.181687,14,'Screenings and Vaccines'
-0.2667,-0.186013,-0.349584,15,'Nutrition/Physical Activity/Obesity'
-0.097366,-0.32025,0.149803,16,Caregiving
-0.177577,-1.107156,1.282034,39,'Cognitive Decline'
1.417725,1.517406,1.303559,21,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,19,'Mental Health'
-0.264658,-0.447356,-0.051172,22,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,11,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,43,'Overall Health'
-0.306806,-0.273962,-0.340974,22,'Overall Health'
-0.2044,-0.28392,-0.097691,6,Caregiving
0.075433,0.107494,0.032443,2,'Overall Health'
0.075433,0.107494,0.032443,28,'Overall Health'
0.241301,-0.107323,0.593224,2,'Cognitive Decline'
0.075433,0.107494,0.032443,2,'Overall Health'
-1.022543,-0.968484,-1.057809,37,'Mental Health'
-0.324246,-0.3228,-0.315909,8,'Nutrition/Physical Activity/Obesity'
0.437372,0.596263,0.27465,12,'Overall Health'
-0.600911,-0.635013,-0.547617,18,'Overall Health'
0.446284,0.193553,0.679325,17,'Screenings and Vaccines'
-1.380738,-1.33397,-1.382798,11,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,42,'Overall Health'
-0.796982,-0.72759,-0.857581,12,'Nutrition/Physical Activity/Obesity'
-1.091088,-0.963661,-1.219206,5,'Smoking and Alcohol Use'
-0.097366,-0.500776,0.390886,21,'Overall Health'
-0.030524,0.054687,-0.121416,51,'Nutrition/Physical Activity/Obesity'
2.135165,1.980291,2.121521,40,'Screenings and Vaccines'
1.600427,1.522034,1.613524,21,'Screenings and Vaccines'
1.890077,1.776621,1.893352,41,Caregiving
-0.600911,-0.542435,-0.655243,21,'Nutrition/Physical Activity/Obesity'
1.644988,1.841425,1.449931,20,'Overall Health'
1.720743,1.832168,1.596303,39,Caregiving
-0.15084,-0.111952,-0.194602,41,'Nutrition/Physical Activity/Obesity'
0.232389,0.424996,0.042177,21,'Screenings and Vaccines'
-1.474317,-1.352485,-1.602356,19,'Overall Health'
2.148533,2.239507,2.018199,27,'Overall Health'
-0.636561,-0.653528,-0.603582,1,'Overall Health'
0.539863,0.651809,0.425327,49,'Screenings and Vaccines'
-0.026068,-0.061034,0.007736,51,'Overall Health'
2.019305,2.174703,1.850302,34,'Overall Health'
-0.048349,-0.514662,0.507123,11,'Screenings and Vaccines'
1.734111,1.397055,1.876132,50,'Overall Health'
-0.96186,-0.843311,-1.085749,39,Caregiving
-1.022543,-0.968484,-1.057809,17,'Mental Health'
0.633442,0.374078,0.855833,31,'Cognitive Decline'
2.603061,2.364486,2.440095,44,'Screenings and Vaccines'
-0.418209,-0.329508,-0.508871,3,'Nutrition/Physical Activity/Obesity'
-1.416387,-1.306197,-1.533475,48,'Overall Health'
0.299231,-0.056406,0.6578,7,'Overall Health'
1.154812,0.957314,1.286339,36,'Overall Health'
0.517582,0.531459,0.494208,8,'Overall Health'
-1.022543,-0.968484,-1.057809,33,'Mental Health'
-0.264658,-0.447356,-0.051172,39,'Cognitive Decline'
0.330424,0.309274,0.343531,34,'Screenings and Vaccines'
-0.476139,-0.40357,-0.547617,24,Caregiving
2.585236,2.600558,2.40135,47,'Screenings and Vaccines'
-0.770245,-0.815538,-0.693989,34,Caregiving
0.075433,0.107494,0.032443,26,'Overall Health'
-0.578631,-0.690559,-0.418465,3,'Cognitive Decline'
-0.90393,-0.871084,-0.922157,39,'Mental Health'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
0.651267,0.212068,1.03234,17,Caregiving
0.997942,1.004426,0.96825,16,'Screenings and Vaccines'
-0.841544,-0.709074,-0.973818,12,'Nutrition/Physical Activity/Obesity'
-1.108913,-0.982177,-1.236426,33,'Smoking and Alcohol Use'
-0.939579,-0.894228,-0.978123,30,'Cognitive Decline'
-0.44049,-0.838682,0.145498,40,'Cognitive Decline'
0.027406,0.100976,-0.043925,7,'Overall Health'
0.838425,0.924912,0.743901,8,'Screenings and Vaccines'
1.685094,1.633127,1.678099,50,'Screenings and Vaccines'
-1.050983,-0.940517,-1.158935,4,'Mental Health'
0.075433,0.107494,0.032443,3,'Overall Health'
-0.262244,-0.167498,-0.362499,2,'Nutrition/Physical Activity/Obesity'
-0.302349,-0.15824,-0.43999,14,'Overall Health'
0.129897,0.170408,0.085227,30,'Nutrition/Physical Activity/Obesity'
-0.026068,-0.102694,0.050787,12,'Nutrition/Physical Activity/Obesity'
-1.162386,-1.102527,-1.201986,53,'Cognitive Decline'
0.075433,0.107494,0.032443,31,'Overall Health'
1.310777,1.443344,1.178712,8,'Screenings and Vaccines'
1.194917,1.304478,1.079696,16,'Screenings and Vaccines'
-1.15793,-1.070125,-1.236426,50,'Cognitive Decline'
1.551409,1.721075,1.385355,53,'Overall Health'
-1.117744,-1.0579,-1.160363,43,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,17,'Smoking and Alcohol Use'
1.355339,1.392426,1.294949,37,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,24,'Mental Health'
-0.088454,0.026914,-0.203212,11,'Overall Health'
0.997942,1.004426,0.96825,8,'Screenings and Vaccines'
0.562144,0.670325,0.446852,16,'Screenings and Vaccines'
-0.952947,-0.949775,-0.926462,18,'Overall Health'
1.248391,1.304478,1.178712,9,'Overall Health'
1.3999,1.281334,1.458541,23,Caregiving
-1.340632,-1.213619,-1.473205,24,'Overall Health'
-0.264658,-0.447356,-0.051172,17,'Cognitive Decline'
-0.244419,-0.144354,-0.345279,12,'Nutrition/Physical Activity/Obesity'
-0.395929,-0.324879,-0.470126,42,'Screenings and Vaccines'
0.075433,0.107494,0.032443,15,'Overall Health'
0.075433,0.107494,0.032443,22,'Overall Health'
-0.400385,-0.56558,-0.194602,52,'Overall Health'
-0.912842,-0.815538,-1.008258,37,'Smoking and Alcohol Use'
-0.320174,-0.255446,-0.384024,34,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,26,'Overall Health'
0.075433,0.107494,0.032443,12,'Overall Health'
-1.122281,-1.158073,-1.016868,38,'Overall Health'
0.860706,0.786046,0.907494,54,'Overall Health'
0.143266,0.281501,0.007736,48,'Overall Health'
2.402534,2.211734,2.328164,12,'Overall Health'
-0.2044,-0.28392,-0.097691,39,Caregiving
-0.2044,-0.28392,-0.097691,18,Caregiving
-0.73014,-0.593353,-0.870496,12,'Overall Health'
0.075433,0.107494,0.032443,16,'Overall Health'
-1.242597,-1.148816,-1.326833,16,'Mental Health'
1.065689,1.193386,0.937629,4,'Overall Health'
-0.324246,-0.3228,-0.315909,20,'Nutrition/Physical Activity/Obesity'
-1.313895,-1.227506,-1.395714,16,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,51,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,34,Caregiving
1.235022,1.350767,1.114137,31,'Screenings and Vaccines'
-0.453858,-0.676672,-0.155856,34,'Nutrition/Physical Activity/Obesity'
0.446284,0.230584,0.644885,4,'Screenings and Vaccines'
0.075433,0.107494,0.032443,17,'Overall Health'
0.075433,0.107494,0.032443,9,'Overall Health'
1.261759,1.346138,1.165797,21,'Screenings and Vaccines'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
1.319689,1.452602,1.183018,30,'Screenings and Vaccines'
-0.596455,-0.699816,-0.4486,12,'Overall Health'
0.303687,-0.1999,0.817087,24,'Overall Health'
-1.287159,-1.134929,-1.443069,11,'Smoking and Alcohol Use'
0.464108,0.462026,0.464072,30,'Overall Health'
0.075433,0.107494,0.032443,9,'Overall Health'
1.667269,1.855312,1.480067,42,'Overall Health'
-1.443124,-1.315454,-1.580831,6,'Overall Health'
-0.066173,-0.010117,-0.121416,39,Caregiving
-0.264658,-0.447356,-0.051172,7,'Cognitive Decline'
0.192283,-0.051777,0.446852,43,'Screenings and Vaccines'
0.075433,0.107494,0.032443,16,'Overall Health'
-1.117744,-1.0579,-1.160363,40,'Smoking and Alcohol Use'
2.362428,2.572785,2.143046,20,'Screenings and Vaccines'
0.517582,0.350934,0.66641,36,'Overall Health'
-1.376282,-1.287681,-1.473205,26,'Overall Health'
-1.313895,-1.199733,-1.434459,13,'Smoking and Alcohol Use'
2.237656,2.38763,2.065555,47,'Overall Health'
-0.264658,-0.447356,-0.051172,52,'Cognitive Decline'
-1.21586,-1.148816,-1.270867,11,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,43,'Overall Health'
0.410635,0.337047,0.472683,19,'Cognitive Decline'
0.075433,0.107494,0.032443,13,'Overall Health'
-1.073263,-1.000692,-1.133105,12,'Cognitive Decline'
-1.327264,-1.236764,-1.430154,34,'Overall Health'
0.232389,-0.028632,0.494208,12,'Overall Health'
-1.059895,-0.959032,-1.158935,9,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,31,Caregiving
0.294775,0.20281,0.377971,1,'Overall Health'
0.067511,-0.699816,0.9979,39,Caregiving
0.075433,0.107494,0.032443,30,'Overall Health'
0.513126,0.508315,0.502818,47,'Screenings and Vaccines'
0.997942,1.004426,0.96825,3,'Screenings and Vaccines'
0.997942,1.004426,0.96825,1,'Screenings and Vaccines'
-0.244419,-0.672043,0.313395,42,'Nutrition/Physical Activity/Obesity'
-1.358457,-1.259908,-1.451679,4,'Smoking and Alcohol Use'
1.087969,0.374078,1.587693,39,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,6,'Mental Health'
-0.324246,-0.3228,-0.315909,24,'Nutrition/Physical Activity/Obesity'
-1.443124,-1.29231,-1.598051,12,'Overall Health'
0.997942,1.004426,0.96825,18,'Screenings and Vaccines'
-1.367369,-1.236764,-1.507645,37,'Overall Health'
-0.07063,-0.065663,-0.07406,21,'Nutrition/Physical Activity/Obesity'
0.379442,0.32779,0.421022,29,'Overall Health'
-0.057261,-0.324879,0.240209,11,Caregiving
-0.814807,-0.750734,-0.874801,11,'Mental Health'
-1.327264,-1.241393,-1.421544,24,'Overall Health'
-0.195402,-0.223044,-0.164466,21,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,18,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,38,'Smoking and Alcohol Use'
-0.226595,-0.130467,-0.323754,49,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,16,'Cognitive Decline'
-0.841544,-1.394145,0.984985,39,Caregiving
1.034496,1.114695,0.946239,15,'Screenings and Vaccines'
0.075433,0.107494,0.032443,21,'Overall Health'
-1.055439,-1.000692,-1.102969,31,'Mental Health'
1.163724,1.267447,1.049561,31,'Screenings and Vaccines'
1.34197,1.461859,1.217458,8,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,6,'Mental Health'
-0.213226,-0.07955,-0.345279,39,Caregiving
-0.645473,-0.611868,-0.668158,51,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,42,'Smoking and Alcohol Use'
-1.376282,-1.264537,-1.48612,12,'Mental Health'
0.997942,1.004426,0.96825,32,'Screenings and Vaccines'
1.114706,1.110066,1.101221,23,'Screenings and Vaccines'
-1.255966,-1.232135,-1.232121,17,'Overall Health'
-1.255966,-1.236764,-1.223511,45,'Overall Health'
-0.404841,-0.273962,-0.534702,9,'Nutrition/Physical Activity/Obesity'
-1.198036,-1.162702,-1.201986,50,Caregiving
0.075433,0.107494,0.032443,29,'Overall Health'
-1.345089,-1.246021,-1.451679,7,'Overall Health'
1.150356,1.230416,1.062476,1,'Screenings and Vaccines'
1.489023,1.637756,1.338,3,'Overall Health'
0.075433,0.107494,0.032443,4,'Overall Health'
-1.362913,-1.315454,-1.425849,35,'Overall Health'
2.054954,2.271909,1.837387,16,'Overall Health'
-1.27379,-1.199733,-1.331138,26,'Cognitive Decline'
-0.609824,-0.607239,-0.594972,46,Caregiving
-1.394106,-1.269166,-1.516255,38,'Smoking and Alcohol Use'
0.562144,0.300016,0.791257,39,'Cognitive Decline'
0.075433,0.107494,0.032443,48,'Overall Health'
-0.2044,-0.28392,-0.097691,35,Caregiving
-0.67221,-0.607239,-0.732734,39,'Overall Health'
-1.180211,-1.042352,-1.318222,12,'Overall Health'
0.997942,1.004426,0.96825,5,'Screenings and Vaccines'
-0.819263,-0.746105,-0.892022,50,'Overall Health'
-0.935123,-0.852569,-1.016868,35,Caregiving
0.744846,0.897139,0.593224,21,'Screenings and Vaccines'
-1.385194,-1.287681,-1.490425,46,'Overall Health'
-1.38965,-1.283052,-1.490425,4,'Smoking and Alcohol Use'
