@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-1.15793,-1.033094,-1.288087,'Smoking and Alcohol Use'
0.575512,0.360192,0.761122,'Overall Health'
0.388354,0.559232,0.218684,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.358457,-1.296939,-1.395714,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.850456,-0.931259,-0.719819,'Overall Health'
1.194917,1.253561,1.127052,'Screenings and Vaccines'
1.765304,1.924745,1.604913,'Screenings and Vaccines'
-1.394106,-1.246021,-1.542086,'Overall Health'
-0.119647,-0.070292,-0.164466,'Nutrition/Physical Activity/Obesity'
-1.287159,-1.185846,-1.387103,'Smoking and Alcohol Use'
-0.306806,-0.658157,0.158413,'Cognitive Decline'
-0.284525,-0.227673,-0.336669,'Overall Health'
2.29113,2.531125,2.06125,'Overall Health'
-1.251509,-1.102527,-1.408629,'Mental Health'
-0.743508,-0.630384,-0.857581,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.963197,1.110066,0.817087,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.296071,-1.185846,-1.400019,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.611161,0.462026,0.730986,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.774701,-0.76462,-0.77148,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.524672,1.531292,1.480067,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.282702,-1.310825,-1.133105,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.052805,0.026914,-0.138636,'Nutrition/Physical Activity/Obesity'
-0.257788,-0.468374,-0.005179,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.235507,-0.352652,-0.104195,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
2.63871,2.910691,2.371214,'Screenings and Vaccines'
-0.801438,-0.769249,-0.827446,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.126737,-1.074754,-1.167545,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.198036,-1.107156,-1.279477,'Mental Health'
-1.300527,-1.218248,-1.369883,'Smoking and Alcohol Use'
1.194917,1.235045,1.139967,'Overall Health'
-0.765789,-0.736847,-0.7887,'Overall Health'
-0.605368,-0.653528,-0.534702,Caregiving
1.898989,1.517406,2.026809,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.81035,-0.736847,-0.879106,'Overall Health'
-0.284525,-0.130467,-0.43999,'Nutrition/Physical Activity/Obesity'
-1.233685,-1.121042,-1.344053,'Mental Health'
-1.255966,-1.144187,-1.369883,'Mental Health'
1.493479,0.475913,1.996674,'Screenings and Vaccines'
-1.380738,-1.269166,-1.50334,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.082176,-0.954404,-1.210596,'Smoking and Alcohol Use'
-1.50551,-1.445062,-1.460289,'Smoking and Alcohol Use'
-0.774701,-0.801651,-0.715514,'Smoking and Alcohol Use'
-0.774701,-0.908115,-0.560532,'Mental Health'
1.618251,1.707189,1.510202,'Screenings and Vaccines'
-1.398562,-1.29231,-1.49473,'Overall Health'
-0.204314,-0.56558,0.248819,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.398562,-1.287681,-1.516255,'Overall Health'
0.958741,1.036004,0.873053,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.135649,-1.074754,-1.189071,'Mental Health'
-0.988596,-0.908115,-1.068529,'Mental Health'
-0.73014,-0.667414,-0.7887,'Overall Health'
0.829513,0.767531,0.868748,'Cognitive Decline'
1.248391,0.804562,1.536032,'Overall Health'
-1.206948,-1.074754,-1.344053,'Cognitive Decline'
-0.297893,-0.246189,-0.349584,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.887443,0.966572,0.799867,'Screenings and Vaccines'
0.669091,0.600892,0.713766,'Overall Health'
1.230566,0.846221,1.484372,'Screenings and Vaccines'
-0.596455,-0.473003,-0.719819,'Nutrition/Physical Activity/Obesity'
0.214564,0.258357,0.162718,'Overall Health'
0.10316,0.161151,0.037872,'Nutrition/Physical Activity/Obesity'
-0.948491,-0.917373,-0.960902,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.067511,0.128749,0.003431,'Screenings and Vaccines'
0.170003,-0.491518,0.903189,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
1.408812,1.554436,1.260509,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.783614,-1.000692,-0.40555,Caregiving
-0.400385,-0.310993,-0.491651,'Overall Health'
-0.119647,-0.167498,-0.069755,'Screenings and Vaccines'
-0.569718,-0.542435,-0.590667,'Screenings and Vaccines'
2.099516,2.10527,2.022504,'Overall Health'
0.678004,0.7305,0.619055,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.438668,-1.315454,-1.567916,'Overall Health'
-0.734596,-0.838682,-0.573447,'Screenings and Vaccines'
1.538041,1.70256,1.368135,'Overall Health'
1.671725,1.410942,1.785726,'Screenings and Vaccines'
-1.287159,-1.218248,-1.335443,'Mental Health'
-0.560806,-0.616497,-0.478736,Caregiving
-1.496598,-1.417289,-1.533475,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.492141,-1.403403,-1.589441,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.422181,1.568323,1.273424,'Overall Health'
-0.124103,-0.348023,0.136888,'Overall Health'
1.894533,1.397055,2.065555,'Overall Health'
0.611161,0.707356,0.511428,'Overall Health'
-1.171299,-1.111785,-1.210596,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.152178,0.225955,0.072312,'Overall Health'
-1.15793,-1.014579,-1.305307,'Mental Health'
-0.418209,-0.551693,-0.250568,Caregiving
-1.456492,-1.315454,-1.602356,'Overall Health'
-1.456492,-1.33397,-1.576526,'Smoking and Alcohol Use'
0.187827,-0.24156,0.636275,'Nutrition/Physical Activity/Obesity'
-0.516245,-0.459116,-0.569142,'Overall Health'
-0.355823,-0.315621,-0.392635,'Overall Health'
-0.649929,-0.621126,-0.672463,'Mental Health'
-0.520701,-0.64427,-0.358194,'Screenings and Vaccines'
-1.171299,-1.065496,-1.275172,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.703403,-0.797022,-0.560532,'Cognitive Decline'
-0.182033,-0.176756,-0.190297,'Nutrition/Physical Activity/Obesity'
-1.27379,-1.176589,-1.361273,'Cognitive Decline'
0.615618,0.758273,0.472683,'Screenings and Vaccines'
2.197551,2.396888,1.992369,'Overall Health'
-1.166843,-1.232135,-0.986733,'Smoking and Alcohol Use'
-0.057261,-0.139725,0.033566,'Cognitive Decline'
-1.291615,-1.199733,-1.378493,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.645473,-0.542435,-0.75426,'Mental Health'
1.355339,1.526663,1.183018,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
2.161902,2.341342,1.970844,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.422181,1.25819,1.510202,'Overall Health'
1.738567,1.883085,1.583388,'Overall Health'
1.497935,1.577581,1.393965,'Screenings and Vaccines'
1.154812,0.864737,1.35522,'Screenings and Vaccines'
0.833969,0.966572,0.696546,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.876708,2.068239,1.682405,'Overall Health'
-0.088454,-0.061034,-0.117111,'Nutrition/Physical Activity/Obesity'
-1.260422,-1.296939,-1.090054,'Cognitive Decline'
2.433727,2.67462,2.190402,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.507332,-0.417456,-0.599277,'Nutrition/Physical Activity/Obesity'
-1.358457,-1.329341,-1.395714,'Overall Health'
2.193095,2.230249,2.08708,'Overall Health'
1.676181,1.827539,1.518812,'Overall Health'
1.016671,0.434253,1.445626,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.094248,0.031543,0.158413,'Nutrition/Physical Activity/Obesity'
1.636076,1.790508,1.471457,'Screenings and Vaccines'
1.297409,1.512777,1.084001,'Screenings and Vaccines'
1.551409,1.707189,1.38966,'Screenings and Vaccines'
1.123619,1.332251,0.920409,'Screenings and Vaccines'
-1.313895,-1.218248,-1.412934,'Mental Health'
-1.162386,-1.074754,-1.240731,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.471683,-0.746105,-0.09128,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.2667,-0.162869,-0.371109,'Nutrition/Physical Activity/Obesity'
2.585236,2.818114,2.341079,'Screenings and Vaccines'
0.932004,0.93417,0.911799,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.939094,1.70256,1.996674,Caregiving
-0.560806,-0.528549,-0.586362,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
0.263582,0.332418,0.188549,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.317056,0.466655,0.171328,'Screenings and Vaccines'
-1.068807,-1.139558,-0.909242,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
2.255481,2.42929,2.065555,'Screenings and Vaccines'
-1.198036,-1.102527,-1.288087,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
2.331235,2.507981,2.134436,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.112073,-0.459116,0.756817,'Screenings and Vaccines'
-1.304983,-1.25065,-1.369883,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
2.210919,2.355228,2.04403,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.887443,0.957314,0.808477,'Screenings and Vaccines'
-1.411931,-1.287681,-1.542086,'Overall Health'
-1.046526,-1.019208,-1.055614,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.524672,1.605354,1.424101,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
1.542497,1.485004,1.540338,'Overall Health'
-0.507332,-0.422085,-0.590667,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.166843,-1.074754,-1.257952,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,Caregiving
-0.337999,-0.366539,-0.297923,'Screenings and Vaccines'
-1.287159,-1.167331,-1.412934,'Overall Health'
2.072779,2.290424,1.863217,'Overall Health'
1.301865,1.45723,1.139967,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
1.760848,1.475746,1.871827,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.651267,0.605521,0.679325,'Screenings and Vaccines'
-1.144562,-1.204362,-0.982428,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.027406,-0.116581,0.179938,'Screenings and Vaccines'
-1.251509,-1.232135,-1.227816,'Mental Health'
-0.422665,-0.375797,-0.470126,'Nutrition/Physical Activity/Obesity'
-1.425299,-1.273795,-1.580831,'Overall Health'
-0.453858,-0.408199,-0.500261,'Overall Health'
-0.173121,-0.352652,0.024956,'Overall Health'
-0.262244,-0.787765,0.459767,'Cognitive Decline'
0.388354,-0.047148,0.808477,'Screenings and Vaccines'
-0.168665,-0.213787,-0.117111,'Overall Health'
-0.694491,-0.602611,-0.7887,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.985478,1.110066,0.855833,'Screenings and Vaccines'
0.16109,0.022285,0.30048,'Overall Health'
0.713653,0.087089,1.251899,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
2.366885,2.623702,2.121521,'Screenings and Vaccines'
-0.783614,-0.750734,-0.80592,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.38965,-1.264537,-1.52056,'Overall Health'
-0.413753,-0.278591,-0.547617,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.364735,-0.283219,-0.4486,'Nutrition/Physical Activity/Obesity'
-0.502876,-0.556322,-0.43138,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,Caregiving
2.068323,2.035837,2.013894,'Overall Health'
0.08088,0.170408,-0.009484,'Screenings and Vaccines'
-1.394106,-1.29231,-1.507645,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.493964,-0.732218,-0.160161,Caregiving
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.735934,0.105604,1.269119,'Nutrition/Physical Activity/Obesity'
1.003303,0.920283,1.053866,'Overall Health'
0.312599,0.239841,0.373666,'Screenings and Vaccines'
1.038952,-0.065663,1.790031,'Screenings and Vaccines'
0.499758,0.346305,0.63197,'Cognitive Decline'
0.989934,1.156355,0.825698,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.465405,-1.426547,-1.382798,'Overall Health'
0.522038,0.651809,0.395192,'Overall Health'
-0.67221,-0.542435,-0.79731,'Overall Health'
-0.779157,-0.676672,-0.883411,'Overall Health'
1.582602,1.753477,1.411186,'Screenings and Vaccines'
1.63162,0.503686,2.108606,'Overall Health'
-0.49842,-0.486889,-0.500261,'Overall Health'
-0.039437,0.087089,-0.168771,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
0.308143,0.128749,0.481293,'Cognitive Decline'
-0.275612,-0.232302,-0.319448,'Nutrition/Physical Activity/Obesity'
1.609339,1.559065,1.600608,'Screenings and Vaccines'
-1.108913,-0.991434,-1.223511,'Mental Health'
-0.583087,-0.597982,-0.556227,'Screenings and Vaccines'
-1.260422,-1.204362,-1.288087,'Overall Health'
-1.086632,-1.042352,-1.11158,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.066173,-1.084012,1.415491,'Cognitive Decline'
0.281406,-0.019375,0.584614,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.34197,1.304478,1.338,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.420843,-1.278423,-1.567916,'Overall Health'
1.288496,1.466488,1.118442,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.449402,-0.357281,-0.547617,'Overall Health'
1.297409,1.4202,1.170102,'Overall Health'
2.389165,2.628331,2.155961,'Screenings and Vaccines'
-1.313895,-1.204362,-1.425849,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.467227,-0.496147,-0.42277,Caregiving
0.99439,1.160984,0.821392,'Screenings and Vaccines'
0.236845,0.313903,0.158413,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.511788,-0.500776,-0.521786,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
1.627164,1.869199,1.38966,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.974743,2.123786,1.811556,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.238141,-1.181218,-1.270867,'Cognitive Decline'
-1.452036,-1.380258,-1.52917,'Overall Health'
1.163724,1.188757,1.118442,'Overall Health'
-1.367369,-1.371001,-1.374188,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.685094,1.739591,1.604913,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.354001,-1.273795,-1.438764,'Overall Health'
1.150356,1.313736,0.98929,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.243935,1.373911,1.109832,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.132531,1.091551,1.139967,'Screenings and Vaccines'
-1.171299,-1.134929,-1.180461,'Nutrition/Physical Activity/Obesity'
-1.44758,-1.310825,-1.585136,'Overall Health'
0.04523,-0.1999,0.30909,'Nutrition/Physical Activity/Obesity'
-0.493964,-0.408199,-0.586362,Caregiving
-0.427122,-0.422085,-0.427075,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
1.961375,2.183961,1.742675,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.369192,-0.292477,-0.4486,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.193579,-1.148816,-1.214901,'Cognitive Decline'
1.475655,1.628498,1.316474,'Screenings and Vaccines'
-0.912842,-0.815538,-1.003953,'Smoking and Alcohol Use'
0.700284,0.563861,0.812782,'Nutrition/Physical Activity/Obesity'
-0.511788,-0.76462,-0.151551,'Overall Health'
0.330424,0.179666,0.468378,'Screenings and Vaccines'
-0.315718,-0.52392,-0.05684,'Nutrition/Physical Activity/Obesity'
0.602249,-0.385054,1.484372,Caregiving
1.11025,1.322994,0.898884,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
1.894533,2.063611,1.72115,'Overall Health'
1.546953,1.313736,1.665184,Caregiving
1.395444,1.526663,1.251899,'Screenings and Vaccines'
-1.140106,-1.019208,-1.262257,'Overall Health'
2.40699,2.637589,2.168876,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.131193,-1.070125,-1.184766,Caregiving
-1.269334,-1.139558,-1.400019,'Smoking and Alcohol Use'
1.408812,0.920283,1.69532,'Screenings and Vaccines'
-1.010877,-0.96829,-1.047004,'Smoking and Alcohol Use'
0.263582,0.068574,0.455462,'Nutrition/Physical Activity/Obesity'
-1.394106,-1.269166,-1.52917,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
1.587058,1.461859,1.630744,Caregiving
1.016671,1.040633,0.976375,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.702918,1.290592,1.889047,Caregiving
0.713653,0.52683,0.864443,'Overall Health'
2.558499,2.804227,2.310943,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
1.114706,1.202643,1.019425,'Screenings and Vaccines'
-1.434212,-1.33397,-1.52917,'Smoking and Alcohol Use'
-1.376282,-1.301568,-1.460289,'Overall Health'
2.095059,2.170074,1.975149,'Overall Health'
-0.320174,-0.236931,-0.409855,'Overall Health'
-0.217683,-0.528549,0.158413,'Screenings and Vaccines'
-1.509966,-1.389516,-1.632492,'Overall Health'
0.981022,0.693469,1.195933,'Screenings and Vaccines'
-1.193579,-1.093269,-1.292392,Caregiving
-0.609824,-0.505405,-0.715514,'Overall Health'
-0.632104,-0.52392,-0.741344,'Overall Health'
-1.403018,-1.352485,-1.404324,'Mental Health'
1.734111,1.938631,1.531727,'Overall Health'
-1.385194,-1.287681,-1.48612,'Overall Health'
-0.253332,-0.537807,0.098142,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
2.326779,2.072868,2.289418,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.551409,1.730333,1.368135,'Screenings and Vaccines'
-1.073263,-1.023836,-1.102969,'Overall Health'
0.143266,-0.135096,0.433937,'Screenings and Vaccines'
-0.15084,-0.426714,0.171328,'Cognitive Decline'
-1.300527,-1.190475,-1.408629,'Mental Health'
0.143266,0.0408,0.248819,Caregiving
-0.280069,-0.537807,0.033566,'Cognitive Decline'
-1.149018,-1.056238,-1.236426,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-1.278246,-1.176589,-1.369883,Caregiving
1.475655,1.623869,1.325085,'Overall Health'
-0.49842,-0.454487,-0.539007,'Nutrition/Physical Activity/Obesity'
-1.064351,-1.08864,-0.986733,Caregiving
-1.144562,-1.056238,-1.227816,'Smoking and Alcohol Use'
1.275128,1.165612,1.333695,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.145899,1.276705,1.00651,'Overall Health'
2.121796,2.359857,1.884742,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.075433,0.107494,0.032443,'Overall Health'
0.459652,0.512944,0.403802,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.722565,0.85085,0.593224,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
